Company name,Valuation (in $B),Date Joined,Country of origin,City,Industry,Investors,Longitude,Latitude,longitude,latitude,lon,lat
Apeel Sciences,1,26-05-2020,United States,Goleta,Other,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",-100.4458825,39.7837304,-100.4458825,39.7837304,-119.8276389,34.4358295
Lilium Aviation,1,09-06-2020,Germany,Wessling,Other,"Freigeist Capital, Obvious Ventures, Atomico",10.4234469,51.0834196,10.4234469,51.0834196,11.2523969,48.0739105
Orca Bio,1,17-06-2020,United States,Menlo Park,Health,"Lightspeed Venture Partners, Data Collective, 8VC",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1779927,37.4519671
KKW Beauty,1,29-06-2020,United States,Woodland Hills,E-commerce & direct-to-consumer,Coty,-100.4458825,39.7837304,-100.4458825,39.7837304,-118.6058382,34.1684364
VillageMD,1,08-07-2020,United States,Chicago,Health,"Kinnevik, Oak HC/FT Partners, Walgreens Boots Alliance",-100.4458825,39.7837304,-100.4458825,39.7837304,-87.6244212,41.8755616
Trumid,1,15-07-2020,United States,New York,Fintech,"T. Rowe Price, Dragoneer Investment Group, BlackRock",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Innovium,1,21-07-2020,United States,San Jose,Hardware,"WRVI Capital, Qualcomm Ventures, S-Cubed Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.890583,37.3361905
Infobip,1,30-07-2020,Croatia,Vodnjan,Mobile & telecommunications,One Equity Partners,17.0118954,45.5643442,17.0118954,45.5643442,13.8513371,44.9589555
Mollie,1,08-09-2020,Netherlands,Amsterdam,Fintech,Technology Crossover Ventures,5.7480821,52.5001698,5.7480821,52.5001698,4.8936041,52.3727598
Zwift,1,16-09-2020,United States,Long Beach,E-commerce & direct-to-consumer,"Novator Partners, True, Causeway Media Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.191604,33.7690164
Playco,1,21-09-2020,Japan,Tokyo,Other,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",139.2394179,36.5748441,139.2394179,36.5748441,139.7594549,35.6828387
Socar,1,16-10-2020,South Korea,Jeju-do,Auto & transportation,"Bain Capital, Altos Ventures, Songhyun Investment",127.6961188,36.638392,127.6961188,36.638392,126.5626653,33.3939924
Tekion,1,21-10-2020,United States,San Ramon,Internet software & services,"Airbus Ventures, Index Ventures, Advent International",-100.4458825,39.7837304,-100.4458825,39.7837304,1.363189,41.7253374
Eightfold.ai,1,27-10-2020,United States,Mountain View,Internet software & services,"Foundation Capital, Institutional Venture Partners, General Catalyst",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.0832101,37.3893889
Gousto,1,03-11-2020,United Kingdom,London,"Supply chain, logistics, & delivery","MMC Ventures, BGF Ventures, Unilever Ventures",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Cato Networks,1,17-11-2020,Israel,Tel Aviv,Cybersecurity,"Aspect Ventures, SingTel Innov8, Greylock Partners",34.8667654,31.5313113,34.8667654,31.5313113,34.7818064,32.0852997
Cars24,1,24-11-2020,India,Gurgaon,E-commerce & direct-to-consumer,"Moore Strategic Ventures, DST Global, Unbound",78.6677428,22.3511148,78.6677428,22.3511148,77.00270015,28.42826235
Cityblock Health,1,10-12-2020,United States,Brooklyn,Health,"Thrive Capital, Maverick Ventures, Redpoint Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-73.9495823,40.6501038
Zenoti,1.5,15-12-2020,United States,Bellevue,Internet software & services,"Norwest Venture Partners, Accel, Tiger Global Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.192337,47.6144219
ClickUp,1,15-12-2020,United States,San Diego,Internet software & services,"Georgian Partners, Craft Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-117.1627728,32.7174202
Boom Supersonic,1,16-12-2020,United States,Englewood,Other,"WRVI Capital, Caffeinated Capital, Y Combinator",-100.4458825,39.7837304,-100.4458825,39.7837304,-104.9879641,39.6482059
Dave,1,30-09-2019,United States,Los Angeles,Fintech,"Section 32, SV Angel, Norwest Venture Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.242766,34.0536909
AInnovation,1,16-12-2020,China,Beijing,Artificial intelligence,"CICC ALPHA, Chengwei Capital, Sinovation Ventures",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Qualia,1,21-12-2020,United States,San Francisco,Fintech,"8VC, Menlo Ventures, Tiger Global Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
DailyHunt,1,22-12-2020,India,Bengaluru,Internet software & services,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",78.6677428,22.3511148,78.6677428,22.3511148,77.5912997,12.9791198
Dremio,1,06-01-2021,United States,Santa Clara,Data management & analytics,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.6846349,37.2333253
Lacework,1,07-01-2021,United States,Alviso,Cybersecurity,"Sutter Hill Ventures, Liberty Global Ventures, Coatue Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.9752373,37.426051
Quantum Metric,1,07-01-2021,United States,Colorado Springs,Data management & analytics,"Insight Partners, Bain Capital Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-104.8253485,38.8339578
MadeiraMadeira,1,07-01-2021,Brazil,Parana,E-commerce & direct-to-consumer,"Flybridge Capital Partners, SoftBank Group, Monashees+",-53.2,-10.3333333,-53.2,-10.3333333,-51.8148872,-24.4842187
Sennder,1.1,14-01-2021,Germany,Berlin,"Supply chain, logistics, & delivery","Accelm Scania Growth Capital, Lakestar",10.4234469,51.0834196,10.4234469,51.0834196,13.3888599,52.5170365
PPRO,1,19-01-2021,United Kingdom,London,Fintech,"Wellington Management, Eurazeo, Citi Ventures",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Sidecar Health,1,26-01-2021,United States,El Segundo,Fintech,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.4156337,33.917028
Splashtop,1,27-01-2021,United States,San Jose,Internet software & services,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.890583,37.3361905
DriveNets,1,27-01-2021,Israel,Ra'anana,Internet software & services,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",34.8667654,31.5313113,34.8667654,31.5313113,34.8675905,32.1861481
Axiom Space,1,16-02-2021,United States,Houston,Other,"C5 Capital, Hemisphere Ventures, The Venture Collective",-100.4458825,39.7837304,-100.4458825,39.7837304,-95.3676974,29.7589382
Locus Robotics,1,17-02-2021,United States,Wilmington,Hardware,"Scale Venture Partners, Bond, Tiger Global Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-75.546589,39.7459468
Standard Cognition,1,17-02-2021,United States,San Francisco,Artificial intelligence,"CRV, Y Combinator, Initialized Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Sentry,1,18-02-2021,United States,San Francisco,Other,"New Enterprise Associates, Accel, Bond",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
WeBull,1,18-02-2021,China,Changsha,Fintech,"Bojiang Capital, Hongdao Capital, Mobai Capital",104.999927,35.000074,104.999927,35.000074,112.9335861,28.2302056
Newsela,1,25-02-2021,United States,New York,Internet software & services,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Infra.Market,1,25-02-2021,India,Thane,E-commerce & direct-to-consumer,"Accel, Tiger Global Management, Nexus Venture Partners",78.6677428,22.3511148,78.6677428,22.3511148,72.9701779,19.1943294
Skydio,1,25-02-2021,United States,Redwood City,"Supply chain, logistics, & delivery","Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.232523,37.4863239
Vestiaire Collective,1,01-03-2021,France,Paris,E-commerce & direct-to-consumer,"Eurazeo, IDInvest Partners, Balderton Capital",1.8883335,46.603354,1.8883335,46.603354,2.3514616,48.8566969
Papaya Global,1,04-03-2021,United States,New York,Internet software & services,"Bessemer Venture Partners, Insight Partners, New Era Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Flutterwave,1,09-03-2021,United States,San Francisco,Fintech,"Green Visor Capital, CRE Venture Capital, Greycroft",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Aqua Security,1,10-03-2021,Israel,Ramat Gan,Cybersecurity,"TLV Partners, Lightspeed Venture Partners, M12",34.8667654,31.5313113,34.8667654,31.5313113,34.8246812,32.0686867
PatSnap,1,16-03-2021,Singapore,,Internet software & services,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",103.8194992,1.357107,103.8194992,1.357107,11.0480288,46.3144754
Side,1,22-03-2021,United States,San Francisco,Internet software & services,"Coatue Managemeny, Trinity Ventures, Matrix Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Evidation Health,1,22-03-2021,United States,San Mateo,Health,"B Capital Group,, GE Ventures, McKesson Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.3330573,37.496904
Lattice,1,23-03-2021,United States,San Francisco,Internet software & services,"Khosla Ventures, Thrive Capital, Y Combinator",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Feedzai,1,24-03-2021,United States,San Mateo,Artificial intelligence,"Global Founders Capital, Shea Ventures, Greycroft",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.3330573,37.496904
Hopper,1,24-03-2021,Canada,Montreal,Travel,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",-107.991707,61.0666922,-107.991707,61.0666922,-73.6103642,45.4972159
Pacaso,1,24-03-2021,United States,Cincinnati,Fintech,"Global Founders Capital, Shea Ventures, Greycroft",-100.4458825,39.7837304,-100.4458825,39.7837304,-84.5124602,39.1014537
Gorillas,1,25-03-2021,Germany,Berlin,E-commerce & direct-to-consumer,"Coatue Management, Atlantic Food Labs, DST Global",10.4234469,51.0834196,10.4234469,51.0834196,13.3888599,52.5170365
Yunxuetang,1,29-03-2021,China,Suzhou,Edtech,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",104.999927,35.000074,104.999927,35.000074,120.5810725,31.3016935
Cameo,1,30-03-2021,United States,Chicago,Internet software & services,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-87.6244212,41.8755616
Fetch Rewards,1,31-03-2021,United States,Madison,E-commerce & direct-to-consumer,"Greycroft, Loeb.NYC, DST Global",-100.4458825,39.7837304,-100.4458825,39.7837304,-89.3837613,43.074761
Groww,1,07-04-2021,India,Bengaluru,Fintech,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",78.6677428,22.3511148,78.6677428,22.3511148,77.5912997,12.9791198
The Zebra,1,12-04-2021,United States,Austin,E-commerce & direct-to-consumer,"Silverton Partners, Accel, Ballast Point Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-97.7436995,30.2711286
Groq,1,14-04-2021,United States,Mountain View,Artificial intelligence,"TDK Ventures, Social Capital, D1 Capital Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.0832101,37.3893889
Clearcover,1,13-04-2021,United States,Chicago,Fintech,"American Family Ventures, Cox Enterprises, OMERS Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-87.6244212,41.8755616
Injective Protocol,1,20-04-2021,United States,New York,Fintech,"Pantera Capital, Cadenza Ventures, BlockTower Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Sift,1,22-04-2021,United States,San Francisco,Artificial intelligence,"Union Square Ventures, Insight Partners, Spark Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
SaltPay,1,23-04-2021,United Kingdom,London,Fintech,"Tiger Global Management, Hedosophia",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Capsule,1,28-04-2021,United States,New York,Health,"Thrive Capital, Durable Capital Partners, G Squared",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
MOLOCO,1,29-04-2021,United States,Redwood City,Artificial intelligence,"Smilegate Investment, DSC Investments, KTB Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.232523,37.4863239
Mux,1,30-04-2021,United States,San Francisco,Internet software & services,"Accel, Cobalt Capital, Andreessen Horowitz",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Firefly Aerospace,1,04-05-2021,United States,Cedar Park,Other,"XBTO Ventures, Raven One Ventures, SK Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-97.827833,30.5217116
HoneyBook,1,04-05-2021,United States,San Francisco,Internet software & services,"Norwest Venture Partners, Hillsven Capital, Aleph",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
TensTorrent,1,05-05-2021,Canada,Toronto,Artificial intelligence,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",-107.991707,61.0666922,-107.991707,61.0666922,-79.3839347,43.6534817
Shift Technology,1,06-05-2021,France,Paris,Artificial intelligence,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",1.8883335,46.603354,1.8883335,46.603354,2.3514616,48.8566969
Forte Labs,1,12-05-2021,United States,San Francisco,Fintech,"Iris Capital, Accel, Elaia Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Axtria,1,13-05-2021,United States,Berkeley Height,Data management & analytics,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",-100.4458825,39.7837304,-100.4458825,39.7837304,,
Amount,1,17-05-2021,United States,Chicago,Fintech,"Invus Group, Hanaco Venture Capital, WestCap Group",-100.4458825,39.7837304,-100.4458825,39.7837304,-87.6244212,41.8755616
Moglix,1,17-05-2021,Singapore,,E-commerce & direct-to-consumer,"Jungle Ventures, Accel, Venture Highway",103.8194992,1.357107,103.8194992,1.357107,11.0480288,46.3144754
Vise,1,18-05-2021,United States,New York,Fintech,"Sequoia Capital, Founders Fund, Bling Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Printful,1,24-05-2021,United States,Charlotte,Other,Bregal Sagemount,-100.4458825,39.7837304,-100.4458825,39.7837304,-80.8430827,35.2272086
Flash Express,1,01-02-2021,Thailand,Bangkok,"Supply chain, logistics, & delivery","SCB 10X, Krungsri Finnovate, eWTP Capital",100.83273,14.8971921,100.83273,14.8971921,100.4930399,13.7544238
Shippo,1,02-06-2021,United States,San Francisco,"Supply chain, logistics, & delivery","Version One Ventures, Uncork Capital, Bessemer Venture Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Thirty Madison,1,02-06-2021,United States,New York,Health,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
LetsGetChecked,1,07-06-2021,Ireland,Dublin,Health,"Optum Ventures, Qiming Venture Partners, Transformation Capital",-7.9794599,52.865196,-7.9794599,52.865196,-6.2602732,53.3497645
VerbIT,1,08-06-2021,Israel,Tel Aviv,Artificial intelligence,"ClalTech, Vertex Ventures, Oryzn Capital",34.8667654,31.5313113,34.8667654,31.5313113,34.7818064,32.0852997
Aura,1,09-06-2021,United States,Burlington,Cybersecurity,"Warburg Pincus, General Catalyst",-100.4458825,39.7837304,-100.4458825,39.7837304,-73.212906,44.4761601
